Rank,UNDP_Rank_2023,RankChange_2023_to_2050,RankChangeDisplay,DevelopmentMomentumScore,DevelopmentMomentumTier,IndustrializingMover,IndustrializationSignal,RankCluster,RankClusterSize,RankClusterLabel,ProjectionType,BaselineSource,BaselineDataYear,UNDP_Country,ISO3,Country,HDI_Baseline,HDI_2024_Local_Estimate,HDI_2024_vs_UNDP_HDR2025,HDI_2024,UNDP_HDI_2023,Population_2024,Population_2024_Source,Population_2050,Population_2050_Source,HDI_Baseline_Recomputed_From_Components,HDI_Baseline_Component_Mismatch,HDI_2024_Recomputed_From_Components,HDI_2024_Component_Mismatch,HDI_2050,HDI_2050_Gain,HDI_P10,HDI_P50,HDI_P90,HDI_Optimistic,HDI_Pessimistic,Interval_Contains_Baseline_HDI,Interval_Contains_2024_HDI,LifeExp_Baseline,GNI_PPP_Baseline,ExpSchool_Baseline,MeanSchool_Baseline,HealthIndex_2025,EducationIndex_2025,IncomeIndex_2025,HealthIndex_2050,EducationIndex_2050,IncomeIndex_2050,HDI_2050_Recomputed_From_Indices,HDI_2050_Index_Mismatch,LifeExp_2024,GNI_PPP_2024,ExpSchool_2024,MeanSchool_2024,InstEfficiency,TechFactor,DemoFactor,SubReplacementDepth,MigrationBufferIntensity,MedianAge_2024,MedianAge_2050,MedianAgeShift_2024_to_2050,Youth014Pct_2024,Youth014Pct_2050,WorkingAgePct_2024,WorkingAgePct_2050,WorkforceChangePP_2024_to_2050,Elderly65PlusPct_2024,Elderly65PlusPct_2050,Elderly65PlusChangePP_2024_to_2050,ChildDependencyRatio,OldAgeDependencyRatio,TotalDependencyRatio,AgePyramidScore,WorkforceDepth,WorkforceMomentum,YouthDependencyPressure,AgingPressure,DevelopedDemographicAdaptation,AdaptedAgingPressure,FertilityWindow,HumanCapitalAbsorption,DemographicDividend,DependencyPressure,DemographicHDIMultiplier,DemographicHDIAdjustment,FutureReadiness,DigitalInfraDevelopment,DigitalInfraHDIAdjustment,RecoveryPotential2050,ResourceDependence,GrowthVolatility,EconomicDiversification,ResourceDrag,IndustrializationHDIAcceleration,DevelopingCatchupReadiness,GrowthProspectScore,LowGrowthProspectDrag,TrajectoryHDISpeedMultiplier,TrajectoryHDICapMultiplier,TrajectoryHDIShockMultiplier,Gini_2024,InfantMortality_2024,ClimateRisk_2024,Fertility_2024,Urbanization_2024,PoliticalStability_2024,RuleOfLaw_2024,Physicians_2024,HealthExp_2024,RenewableShare_2024,Contrib_Income,Contrib_Education,Contrib_Health,Contrib_Governance,Contrib_Demographics,Contrib_Technology,Contrib_Recovery,Contrib_Inequality,Contrib_Climate,Contrib_ShockRisk,ai_adoption_index,robot_density,semiconductor_production,green_energy_investment,ev_adoption,battery_capacity,high_speed_rail,startup_ecosystem,venture_capital,cloud_adoption,Trajectory,Rank_Best_P90,Rank_Worst_P10
165,153,-12,-12,34.88,emerging_mover,False,0.23,83,2,Cluster 83,scenario_projection,UNDP_HDR_2025_Table_1,2023,Zimbabwe,ZWE,Zimbabwe,0.598,0.55,-0.048,0.55,0.598,16634366,un_wpp_owid_2024,25866386,un_wpp_owid_2050,0.5733,-0.0247,0.5733,-0.0247,0.65,0.052,0.5587,0.65,0.7811,0.7811,0.5587,True,False,62.775,3511.4632,11.0575,8.9308,0.629,0.5856,0.5115,0.701056,0.671753,0.583146,0.65,-2.2e-07,62.775,3511.4632,11.0575,8.9308,0.78,1.02,0.8752,0.0,0.0,18.7,24.0,5.3,39.6271,40.7281,58.0,53.76,-4.24,2.3729,5.5119,3.139,0.7576,0.1025,0.8601,0.7382,0.1709,0.235,0.6491,0.0,0.0,0.0,0.9167,0.4167,0.1842,0.5441,0.8329,-0.0074,0.2305,0.4775,0.0049,0.44,0.45,0.82,0.25,0.2811,0.2055,0.2617,0.3602,0.6398,1.0,1.0,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0116,0.0149,0.0093,0.0103,0.0031,0.009,0.0052,-0.0013,-0.0036,-0.0066,0.2626,0.1883,0.2069,0.2304,0.2668,0.1882,0.3075,0.1998,0.223,0.2313,moderate,128,178
166,175,9,+9,57.98,rapid_industrializer,False,0.24,83,2,Cluster 83,scenario_projection,UNDP_HDR_2025_Table_1,2023,Djibouti,DJI,Djibouti,0.513,0.509,-0.004,0.509,0.513,1168726,un_wpp_owid_2024,1530546,un_wpp_owid_2050,0.4903,-0.0227,0.4903,-0.0227,0.6491,0.1361,0.4633,0.6491,0.7966,0.7966,0.4633,True,True,65.987,6367.606,6.2074,3.9504,0.6763,0.2918,0.5971,0.748822,0.502215,0.727221,0.6491,-7e-08,65.987,6367.606,6.2074,3.9504,0.85,1.0302,0.9555,0.0,0.0,24.9,30.0,5.1,31.5899,30.2691,63.5,59.42,-4.08,4.9101,10.3109,5.4008,0.5094,0.1735,0.6829,0.9087,0.4282,0.245,0.3759,0.0,0.0,0.0,0.0011,0.2344,0.3559,0.3028,0.8884,-0.0033,0.2421,0.4953,0.006,0.38,0.12,0.22,0.6,0.0148,0.2848,0.2259,0.5446,0.4554,1.22,1.3176,0.96,0.4268,80.9656,0.3648,4.4975,0.3391,-1.07,-0.6679,0.2844,5.013,0.38,0.0243,0.0586,0.0044,0.0306,0.021,0.0215,0.0112,-0.011,-0.0108,-0.0139,0.3672,0.1533,0.1417,0.2523,0.2902,0.1524,0.2432,0.2012,0.2316,0.388,frontier_jumper,123,190
167,161,-6,-6,37.24,emerging_mover,False,0.25,84,2,Cluster 84,scenario_projection,UNDP_HDR_2025_Table_1,2023,Togo,TGO,Togo,0.571,0.539,-0.032,0.539,0.571,8406554,un_wpp_owid_2024,13960022,un_wpp_owid_2050,0.5387,-0.0323,0.5387,-0.0323,0.6406,0.0696,0.5198,0.6406,0.7922,0.7922,0.5198,True,True,62.739,2855.9638,13.0964,5.8611,0.6285,0.5163,0.4818,0.701938,0.637535,0.587432,0.6406,-2e-07,62.739,2855.9638,13.0964,5.8611,0.85,1.02,0.8758,0.0,0.0,19.4,24.0,4.6,39.8429,40.6752,57.5,53.82,-3.68,2.6571,5.5048,2.8476,0.7558,0.1023,0.858,0.7395,0.1736,0.27,0.8489,0.0,0.0,0.0,0.0,0.1793,0.0924,0.6266,0.7581,-0.0102,0.246,0.4491,0.0047,0.28,0.12,0.22,0.6,0.0146,0.2756,0.2128,0.5384,0.4616,1.22,1.3176,0.96,0.448,60.7335,0.2822,5.4611,0.3412,-0.7641,-1.145,0.2798,3.2814,0.4578,0.023,0.0281,0.0059,0.0223,-0.0054,0.015,0.0059,-0.0102,-0.0059,-0.0092,0.2699,0.1804,0.1418,0.3245,0.3281,0.1654,0.2978,0.2021,0.2604,0.2892,frontier_jumper,124,185
168,166,-2,-2,48.1,fast_converger,False,0.23,84,2,Cluster 84,scenario_projection,UNDP_HDR_2025_Table_1,2023,Haiti,HTI,Haiti,0.554,0.535,-0.019,0.535,0.554,11772562,un_wpp_owid_2024,14710871,un_wpp_owid_2050,0.5252,-0.0288,0.5252,-0.0288,0.6418,0.0878,0.5051,0.6418,0.8168,0.8168,0.5051,True,True,64.936,2934.9258,10.8964,5.3823,0.6608,0.4513,0.4858,0.76421,0.587308,0.589008,0.6418,3.4e-07,64.936,2934.9258,10.8964,5.3823,0.75,1.0302,0.9464,0.0,0.0,24.1,31.5,7.4,32.0898,29.6838,63.5,57.58,-5.92,4.4102,12.7362,8.326,0.5155,0.2212,0.7367,0.8863,0.3445,0.13,0.2663,0.0335,0.0,0.0335,0.9167,0.4687,0.3624,0.3073,0.9267,-0.0019,0.2331,0.5144,0.0058,0.58,0.12,0.22,0.6,0.0161,0.2421,0.2779,0.3573,0.6427,1.0059,1.14,1.0483,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0162,0.0271,0.0117,0.0113,0.0152,0.0128,0.0095,-0.0018,-0.0049,-0.0092,0.2902,0.1811,0.2069,0.219,0.2517,0.1853,0.296,0.2116,0.2327,0.2564,conflict_recovery,104,187
169,167,-2,-2,43.95,fast_converger,False,0.19,85,1,Cluster 85,scenario_projection,UNDP_HDR_2025_Table_1,2023,Lesotho,LSO,Lesotho,0.55,0.514,-0.036,0.514,0.55,2337428,un_wpp_owid_2024,2993088,un_wpp_owid_2050,0.527,-0.023,0.527,-0.023,0.6349,0.0849,0.4987,0.6349,0.7534,0.7534,0.4987,True,True,57.375,3029.3857,10.9866,7.7299,0.5496,0.543,0.4903,0.611655,0.67985,0.615455,0.6349,-2e-08,57.375,3029.3857,10.9866,7.7299,0.85,1.0302,0.9386,0.0,0.0,22.6,28.0,5.4,33.36,33.0449,63.0,58.68,-4.32,3.64,8.2751,4.6351,0.5631,0.141,0.7042,0.8738,0.3945,0.23,0.502,0.0,0.0,0.0,0.0511,0.3318,0.3194,0.371,0.883,-0.0033,0.191,0.4985,0.006,0.28,0.12,0.22,0.6,0.014,0.2891,0.2786,0.5939,0.4061,1.0,1.0,1.0,0.4639,82.499,0.2885,4.3774,0.3581,-1.5493,-1.2396,0.2462,4.3286,0.2963,0.0229,0.0253,0.0035,0.0241,0.0148,0.0142,0.0058,-0.012,-0.006,-0.0077,0.3252,0.1134,0.1261,0.1732,0.2122,0.1231,0.1886,0.1547,0.1664,0.327,moderate,136,187
170,162,-8,-8,37.17,emerging_mover,False,0.24,86,1,Cluster 86,scenario_projection,UNDP_HDR_2025_Table_1,2023,Syrian Arab Republic,SYR,Syria,0.564,0.577,0.013,0.577,0.564,24672758,un_wpp_owid_2024,37793375,un_wpp_owid_2050,0.5406,-0.0234,0.5406,-0.0234,0.6201,0.0561,0.4858,0.6201,0.8065,0.8065,0.4858,True,True,72.12,3917.7024,7.4188,5.9355,0.7665,0.391,0.5273,0.831056,0.484132,0.59264,0.6201,-7e-08,72.12,3917.7024,7.4188,5.9355,0.7,1.0302,0.8668,0.0,0.0,23.0,30.0,7.0,39.8732,37.2956,55.5,50.0,-5.5,4.6268,12.7044,8.0777,0.7459,0.2541,1.0,0.7183,0.0,0.1562,0.5301,0.032,0.0,0.032,0.9167,0.2829,0.094,0.5342,0.7917,-0.0105,0.2445,0.5105,0.0049,0.7,0.12,0.22,0.6,0.0167,0.2233,0.2423,0.3365,0.6635,1.029,1.1582,1.032,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0122,0.0259,0.0068,0.0079,-0.0013,0.0111,0.0098,-0.0016,-0.0042,-0.0106,0.2902,0.1926,0.2069,0.2374,0.2761,0.1899,0.3144,0.2208,0.2516,0.2656,conflict_recovery,117,188
171,180,9,+9,44.81,fast_converger,False,0.16,87,1,Cluster 87,scenario_projection,UNDP_HDR_2025_Table_1,2023,Ethiopia,ETH,Ethiopia,0.497,0.498,0.001,0.498,0.497,132059770,un_wpp_owid_2024,225021870,un_wpp_owid_2050,0.4521,-0.0449,0.4521,-0.0449,0.6177,0.1207,0.4349,0.6177,0.7826,0.7826,0.4349,True,True,67.315,2795.507,9.2177,2.4025,0.6958,0.2773,0.4788,0.799952,0.467331,0.630441,0.6177,8e-08,67.315,2795.507,9.2177,2.4025,0.87,1.0302,0.8608,0.0,0.0,17.8,22.5,4.7,41.3444,42.6748,56.5,52.74,-3.76,2.1556,4.5852,2.4296,0.8092,0.0869,0.8961,0.7069,0.1245,0.265,0.9398,0.0,0.0,0.0,0.0,0.0336,0.0129,0.6919,0.72,-0.0146,0.1604,0.5329,0.0058,0.58,0.12,0.22,0.6,0.0154,0.4167,0.183,0.439,0.561,1.342,1.35,0.9408,0.4934,67.8277,0.431,5.6738,0.3307,-1.1556,-1.1874,0.2726,4.3543,0.3278,0.0429,0.0739,0.0079,0.0453,-0.0241,0.0251,0.0218,-0.0278,-0.0162,-0.028,0.3256,0.0824,0.1149,0.1302,0.1597,0.1073,0.1336,0.1245,0.1105,0.3154,frontier_jumper,127,192
172,173,1,+1,38.4,emerging_mover,False,0.22,88,1,Cluster 88,scenario_projection,UNDP_HDR_2025_Table_1,2023,Benin,BEN,Benin,0.515,0.499,-0.016,0.499,0.515,14462721,un_wpp_owid_2024,24433814,un_wpp_owid_2050,0.4744,-0.0406,0.4744,-0.0406,0.6053,0.0903,0.4643,0.6053,0.7716,0.7716,0.4643,True,True,60.774,3805.5275,10.4465,3.1942,0.5996,0.3404,0.5231,0.69281,0.493607,0.648509,0.6053,-2.6e-07,60.774,3805.5275,10.4465,3.1942,0.85,1.02,0.863,0.0,0.0,18.4,23.0,4.6,41.1472,42.2746,56.5,52.82,-3.68,2.3528,4.9054,2.5526,0.8004,0.0929,0.8932,0.7116,0.1282,0.27,0.9216,0.0,0.0,0.0,0.0,0.068,0.0279,0.6822,0.72,-0.0131,0.2241,0.4541,0.0051,0.38,0.12,0.22,0.6,0.0146,0.2866,0.227,0.5524,0.4476,1.22,1.3176,0.96,0.4142,56.8286,0.3306,4.8309,0.3423,-1.3479,-1.0099,0.1346,4.1458,0.2794,0.0247,0.0442,0.0087,0.0263,-0.0139,0.0167,0.0094,-0.0074,-0.0081,-0.0101,0.3364,0.1279,0.1017,0.2395,0.3036,0.1171,0.2535,0.1822,0.2163,0.3626,frontier_jumper,131,190
173,170,-3,-3,34.13,emerging_mover,False,0.25,89,1,Cluster 89,scenario_projection,UNDP_HDR_2025_Table_1,2023,Gambia,GMB,Gambia,0.524,0.5,-0.024,0.5,0.524,2759999,un_wpp_owid_2024,4301899,un_wpp_owid_2050,0.498,-0.026,0.498,-0.026,0.5902,0.0662,0.441,0.5902,0.8006,0.8006,0.441,True,True,65.86,2812.0176,8.9779,4.6747,0.6744,0.3817,0.4796,0.739088,0.489992,0.567691,0.5902,-2.1e-07,65.86,2812.0176,8.9779,4.6747,0.83,1.0,0.8537,0.0,0.0,17.8,22.0,4.2,42.2948,43.5292,55.5,52.14,-3.36,2.2052,4.3308,2.1256,0.8349,0.0831,0.9179,0.6911,0.0973,0.29,0.9786,0.0,0.0,0.0,0.0,0.0683,0.0004,0.711,0.72,-0.0137,0.2463,0.4431,0.0048,0.38,0.12,0.22,0.6,0.0148,0.2857,0.1987,0.52,0.48,1.22,1.3176,0.96,0.4361,65.2516,0.5463,5.4419,0.2896,-1.2348,-1.2231,0.345,5.4637,0.4274,0.0246,0.0382,0.0064,0.0221,-0.015,0.0156,0.0087,-0.0096,-0.0125,-0.0124,0.3284,0.1682,0.129,0.2949,0.3319,0.1534,0.2639,0.1866,0.2384,0.3688,frontier_jumper,120,191
174,174,0,0,35.46,emerging_mover,False,0.24,90,1,Cluster 90,scenario_projection,UNDP_HDR_2025_Table_1,2023,Guinea-Bissau,GNB,Guinea-Bissau,0.514,0.483,-0.031,0.483,0.514,2201360,un_wpp_owid_2024,3438608,un_wpp_owid_2050,0.4779,-0.0361,0.4779,-0.0361,0.5875,0.0735,0.4414,0.5875,0.7982,0.7982,0.4414,True,True,64.085,2403.0592,10.6353,3.673,0.6483,0.3683,0.457,0.735403,0.492302,0.560102,0.5875,2.3e-07,64.085,2403.0592,10.6353,3.673,0.82,1.0,0.8605,0.0,0.0,18.7,23.0,4.3,41.5141,42.5076,56.0,52.56,-3.44,2.4859,4.9324,2.4465,0.8087,0.0938,0.9026,0.706,0.1164,0.285,0.9322,0.0,0.0,0.0,0.0,0.0757,0.0236,0.6915,0.72,-0.0139,0.2372,0.4414,0.0048,0.38,0.12,0.22,0.6,0.0152,0.2731,0.197,0.4889,0.5111,1.22,1.3176,0.96,0.411,50.5419,0.3741,4.9768,0.2649,-1.6617,-0.795,0.6098,4.1968,0.4496,0.0237,0.0368,0.0087,0.0188,-0.0124,0.0144,0.0082,-0.0061,-0.008,-0.0106,0.3222,0.16,0.1253,0.2868,0.3151,0.1501,0.2454,0.1799,0.2258,0.3611,frontier_jumper,122,191
175,172,-3,-3,33.91,emerging_mover,False,0.24,91,3,Cluster 91,scenario_projection,UNDP_HDR_2025_Table_1,2023,Malawi,MWI,Malawi,0.517,0.508,-0.009,0.508,0.517,21655288,un_wpp_owid_2024,37361675,un_wpp_owid_2050,0.4915,-0.0255,0.4915,-0.0255,0.5842,0.0672,0.443,0.5842,0.7948,0.7948,0.443,True,True,67.353,1633.6926,9.9026,5.2437,0.6964,0.4246,0.4016,0.752216,0.536111,0.49441,0.5842,-6e-08,67.353,1633.6926,9.9026,5.2437,0.82,1.0,0.8419,0.0,0.0,17.2,21.5,4.3,43.435,44.8117,54.5,51.06,-3.44,2.065,4.1283,2.0633,0.8776,0.0809,0.9585,0.665,0.0482,0.285,1.0,0.0,0.0,0.0,0.0,0.0706,0.0,0.72,0.72,-0.0141,0.238,0.4392,0.0048,0.38,0.12,0.22,0.6,0.0148,0.2837,0.2302,0.5397,0.4603,1.22,1.3176,0.96,0.4662,89.988,0.3575,4.9257,0.3424,-0.6616,-1.1289,0.2944,4.6028,0.2718,0.0296,0.0382,0.0017,0.0222,-0.0158,0.0161,0.009,-0.014,-0.0085,-0.0113,0.3017,0.1594,0.113,0.2706,0.3393,0.1337,0.2863,0.1848,0.2458,0.345,frontier_jumper,124,191
176,177,1,+1,36.11,emerging_mover,False,0.23,91,3,Cluster 91,scenario_projection,UNDP_HDR_2025_Table_1,2023,Liberia,LBR,Liberia,0.51,0.481,-0.029,0.481,0.51,5612813,un_wpp_owid_2024,8910534,un_wpp_owid_2050,0.4868,-0.0232,0.4868,-0.0232,0.5851,0.0751,0.445,0.5851,0.7947,0.7947,0.445,True,True,62.163,1537.8594,10.4659,6.1699,0.62,0.4735,0.3929,0.69232,0.590317,0.490114,0.5851,-4.6e-07,62.163,1537.8594,10.4659,6.1699,0.78,1.0,0.8574,0.0,0.0,18.3,23.0,4.7,41.6545,42.7943,56.0,52.24,-3.76,2.3455,4.9657,2.6202,0.8192,0.0951,0.9142,0.6991,0.1018,0.265,0.9452,0.0,0.0,0.0,0.0,0.1193,0.0183,0.697,0.72,-0.0144,0.2301,0.4404,0.0048,0.42,0.12,0.22,0.6,0.0155,0.263,0.2301,0.5146,0.4854,1.22,1.3176,0.96,0.3879,54.4987,0.2869,4.9289,0.4549,-1.1685,-0.8836,0.3781,4.2586,0.3371,0.0264,0.0324,0.0085,0.0153,-0.0123,0.0161,0.0094,-0.0035,-0.0064,-0.0108,0.3086,0.146,0.1197,0.2584,0.3308,0.1347,0.2878,0.163,0.2124,0.3397,frontier_jumper,124,191
177,179,2,+2,38.29,emerging_mover,False,0.25,91,3,Cluster 91,scenario_projection,UNDP_HDR_2025_Table_1,2023,Guinea,GIN,Guinea,0.5,0.465,-0.035,0.465,0.5,14754779,un_wpp_owid_2024,23404593,un_wpp_owid_2050,0.4509,-0.0491,0.4509,-0.0491,0.585,0.085,0.4446,0.585,0.7947,0.7947,0.4446,True,True,60.74,3494.3477,10.3933,2.4863,0.5991,0.2995,0.5108,0.693943,0.453728,0.63584,0.585,-1.7e-07,60.74,3494.3477,10.3933,2.4863,0.8,1.0,0.8575,0.0,0.0,18.0,22.5,4.5,41.7549,42.9818,56.0,52.4,-3.6,2.2451,4.6182,2.3731,0.8203,0.0881,0.9084,0.6996,0.1091,0.275,0.9537,0.0,0.0,0.0,0.0425,0.0445,0.0058,0.7006,0.72,-0.0145,0.2538,0.4442,0.0049,0.42,0.12,0.22,0.6,0.0151,0.2779,0.2305,0.5347,0.4653,1.22,1.3176,0.96,0.3976,66.9166,0.4004,4.3981,0.3716,-1.3423,-0.7854,0.1749,4.5219,0.3469,0.0242,0.0482,0.007,0.0204,-0.0164,0.0178,0.0105,-0.0052,-0.01,-0.0115,0.3112,0.1828,0.1439,0.2943,0.3481,0.1622,0.2998,0.1952,0.2538,0.3472,frontier_jumper,124,191
178,183,5,+5,41.36,emerging_mover,False,0.22,92,1,Cluster 92,scenario_projection,UNDP_HDR_2025_Table_1,2023,Madagascar,MDG,Madagascar,0.487,0.501,0.014,0.501,0.487,31964960,un_wpp_owid_2024,53185473,un_wpp_owid_2050,0.4617,-0.0253,0.4617,-0.0253,0.58,0.093,0.4373,0.58,0.7919,0.7919,0.4373,True,True,63.632,1655.7647,9.0626,4.5925,0.6416,0.3802,0.4035,0.719254,0.522639,0.519039,0.58,5e-08,63.632,1655.7647,9.0626,4.5925,0.8,1.0,0.874,0.0,0.0,19.8,24.0,4.2,40.1523,40.8338,57.0,53.64,-3.36,2.8477,5.5262,2.6785,0.7613,0.103,0.8643,0.7356,0.1655,0.29,0.8561,0.0,0.0,0.0,0.0,0.1101,0.0764,0.634,0.7418,-0.0132,0.2187,0.4444,0.0052,0.38,0.12,0.22,0.6,0.0151,0.2713,0.2344,0.5268,0.4732,1.22,1.3176,0.96,0.374,70.1775,0.4116,4.6471,0.3905,-1.2324,-1.1115,0.485,4.8768,0.2814,0.0301,0.0422,0.0067,0.0204,-0.0092,0.0171,0.0095,-0.0019,-0.0103,-0.0116,0.3077,0.1455,0.1217,0.2256,0.3018,0.1334,0.2526,0.1586,0.1983,0.342,frontier_jumper,124,192
179,171,-8,-8,29.1,stable_or_slow,False,0.25,93,1,Cluster 93,scenario_projection,UNDP_HDR_2025_Table_1,2023,Congo (Democratic Republic of the),COD,Congo (DRC),0.522,0.479,-0.043,0.479,0.522,109276264,un_wpp_owid_2024,218246071,un_wpp_owid_2050,0.4995,-0.0225,0.4995,-0.0225,0.5559,0.0339,0.4136,0.5559,0.7848,0.7848,0.4136,True,True,61.895,1431.0479,10.9115,7.3786,0.6161,0.5287,0.3825,0.65462,0.597618,0.439113,0.5559,-3.4e-07,61.895,1431.0479,10.9115,7.3786,0.72,1.0,0.8366,0.0,0.0,16.8,21.0,4.2,44.0,45.4804,54.0,50.64,-3.36,2.0,3.8796,1.8796,0.8981,0.0766,0.9747,0.6533,0.0291,0.29,1.0,0.0,0.0,0.0,0.0,0.1154,0.0,0.72,0.72,-0.0157,0.253,0.4289,0.0042,0.55,0.12,0.22,0.6,0.0167,0.2345,0.1915,0.4295,0.5705,1.22,1.3176,0.96,0.4475,92.5762,0.3271,4.9494,0.4245,-1.3051,-0.9687,0.3387,4.7778,0.3056,0.019,0.0213,0.0013,0.0082,-0.0103,0.0119,0.0091,-0.0081,-0.0054,-0.0133,0.3045,0.1812,0.1322,0.2848,0.3725,0.1539,0.3139,0.1815,0.2477,0.3576,frontier_jumper,125,192
180,182,2,+2,34.28,emerging_mover,False,0.26,94,1,Cluster 94,scenario_projection,UNDP_HDR_2025_Table_1,2023,Mozambique,MOZ,Mozambique,0.493,0.446,-0.047,0.446,0.493,34631767,un_wpp_owid_2024,63530959,un_wpp_owid_2050,0.4641,-0.0289,0.4641,-0.0289,0.5526,0.0596,0.4185,0.5526,0.7795,0.7795,0.4185,True,True,63.611,1355.7671,10.8483,4.5905,0.6413,0.4158,0.3747,0.706676,0.517883,0.461085,0.5526,1.5e-07,63.611,1355.7671,10.8483,4.5905,0.8,1.0,0.8468,0.0,0.0,17.2,21.5,4.3,42.9577,44.3539,55.0,51.56,-3.44,2.0423,4.0861,2.0438,0.8602,0.0792,0.9395,0.6759,0.0709,0.285,1.0,0.0,0.0,0.0,0.0,0.0731,0.0,0.72,0.72,-0.0152,0.2621,0.4377,0.0049,0.45,0.12,0.22,0.6,0.0152,0.3762,0.2276,0.4509,0.5491,0.9783,1.1182,1.0679,0.3724,70.7564,0.3431,5.09,0.3373,-1.4666,-1.1862,0.1783,5.552,0.3049,0.0216,0.0268,0.0043,0.0137,-0.0113,0.0119,0.0077,-0.0012,-0.0059,-0.008,0.319,0.1981,0.138,0.2896,0.3724,0.1636,0.2983,0.1968,0.2637,0.382,conflict_recovery,128,192
181,176,-5,-5,23.23,stable_or_slow,False,0.11,95,2,Cluster 95,scenario_projection,UNDP_HDR_2025_Table_1,2023,Sudan,SDN,Sudan,0.511,0.51,-0.001,0.51,0.511,50448960,un_wpp_owid_2024,85206382,un_wpp_owid_2050,0.4828,-0.0282,0.4828,-0.0282,0.5371,0.0261,0.4053,0.5371,0.7726,0.7726,0.4053,True,True,66.331,2810.312,8.6204,3.962,0.6813,0.3444,0.4795,0.729965,0.401436,0.528747,0.5371,3.4e-07,66.331,2810.312,8.6204,3.962,0.72,1.0,0.8587,0.0,0.0,19.7,24.0,4.3,41.595,42.2254,55.5,52.06,-3.44,2.905,5.7146,2.8096,0.8111,0.1098,0.9209,0.7018,0.0936,0.285,0.9193,0.0,0.0,0.0,0.0,0.0587,0.014,0.6861,0.72,-0.0153,0.1134,0.4614,0.0044,0.62,0.12,0.22,0.6,0.0167,0.2121,0.1526,0.2308,0.7692,1.0054,1.1396,1.0487,0.3825,62.2426,0.3033,5.1429,0.3462,-0.9908,-0.9447,0.2886,4.1016,0.3638,0.0083,0.0159,0.0022,0.0043,-0.0053,0.0053,0.0054,-0.0011,-0.0027,-0.0064,0.1576,0.0655,0.1066,0.1463,0.1046,0.0985,0.1436,0.1044,0.0961,0.1103,conflict_recovery,131,192
182,184,2,+2,35.35,emerging_mover,False,0.17,95,2,Cluster 95,scenario_projection,UNDP_HDR_2025_Table_1,2023,Yemen,YEM,Yemen,0.47,0.455,-0.015,0.455,0.47,40583173,un_wpp_owid_2024,70976407,un_wpp_owid_2050,0.4504,-0.0196,0.4504,-0.0196,0.537,0.067,0.4209,0.537,0.7642,0.7642,0.4209,True,True,69.295,1018.2006,7.4949,5.4841,0.7249,0.3778,0.3336,0.797361,0.477077,0.40708,0.537,1.6e-07,69.295,1018.2006,7.4949,5.4841,0.72,0.98,0.8438,0.0,0.0,17.8,23.0,5.2,42.77,44.0487,55.0,50.84,-4.16,2.23,5.1113,2.8813,0.8664,0.1005,0.967,0.6689,0.0382,0.24,0.7625,0.0,0.0,0.0,0.9167,0.2558,0.0578,0.6202,0.7632,-0.0146,0.1684,0.4643,0.0054,0.68,0.12,0.22,0.6,0.0167,0.2213,0.256,0.3184,0.6816,1.0236,1.1539,1.0358,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.02,0.0296,0.009,0.0089,-0.0039,0.0109,0.0107,-0.0017,-0.0047,-0.0117,0.2153,0.139,0.2069,0.1516,0.1624,0.1685,0.2286,0.1303,0.1279,0.1539,conflict_recovery,134,192
183,187,4,+4,38.33,emerging_mover,False,0.19,96,1,Cluster 96,scenario_projection,UNDP_HDR_2025_Table_1,2023,Burundi,BDI,Burundi,0.439,0.426,-0.013,0.426,0.439,14047788,un_wpp_owid_2024,24131721,un_wpp_owid_2050,0.4088,-0.0302,0.4088,-0.0302,0.5329,0.0939,0.3858,0.5329,0.7307,0.7307,0.3858,True,True,63.651,858.9156,9.8294,3.4739,0.6419,0.3443,0.3091,0.713227,0.488318,0.434516,0.5329,-3.6e-07,63.651,858.9156,9.8294,3.4739,0.9,1.01,0.8382,0.0,0.0,17.0,21.0,4.0,43.9728,45.3329,54.0,50.8,-3.2,2.0272,3.8671,1.8399,0.8924,0.0761,0.9685,0.6568,0.0364,0.3,1.0,0.0,0.0,0.0,0.0,0.029,0.0,0.72,0.72,-0.0171,0.1868,0.4841,0.0058,0.42,0.12,0.22,0.6,0.0154,0.2583,0.2056,0.4828,0.5172,1.22,1.3176,0.96,0.4016,88.4797,0.3681,5.1792,0.3402,-1.1747,-1.1601,0.2561,4.1189,0.2742,0.0379,0.0447,0.002,0.0277,-0.0176,0.0165,0.0105,-0.0058,-0.0092,-0.0128,0.3173,0.1085,0.1417,0.1717,0.2004,0.1292,0.1843,0.1392,0.1607,0.3151,frontier_jumper,142,193
